,date,advertiser_id,product_id,modelo,advertiser_product
24,2023-05-01,5E325T5HYL61QSABVR5V,et5htr,modelo_1,5E325T5HYL61QSABVR5Vet5htr
25,2023-05-01,5E325T5HYL61QSABVR5V,0rangk,modelo_1,5E325T5HYL61QSABVR5V0rangk
26,2023-05-01,5E325T5HYL61QSABVR5V,1dt44d,modelo_1,5E325T5HYL61QSABVR5V1dt44d
27,2023-05-01,5E325T5HYL61QSABVR5V,1ej5a8,modelo_1,5E325T5HYL61QSABVR5V1ej5a8
28,2023-05-01,5E325T5HYL61QSABVR5V,1fujc6,modelo_1,5E325T5HYL61QSABVR5V1fujc6
29,2023-05-01,5E325T5HYL61QSABVR5V,2zz3ft,modelo_1,5E325T5HYL61QSABVR5V2zz3ft
30,2023-05-01,5E325T5HYL61QSABVR5V,3dg8co,modelo_1,5E325T5HYL61QSABVR5V3dg8co
31,2023-05-01,5E325T5HYL61QSABVR5V,3o4i7z,modelo_1,5E325T5HYL61QSABVR5V3o4i7z
32,2023-05-01,5E325T5HYL61QSABVR5V,3qfrb4,modelo_1,5E325T5HYL61QSABVR5V3qfrb4
33,2023-05-01,5E325T5HYL61QSABVR5V,3vt5di,modelo_1,5E325T5HYL61QSABVR5V3vt5di
34,2023-05-01,5E325T5HYL61QSABVR5V,4bxb6f,modelo_1,5E325T5HYL61QSABVR5V4bxb6f
35,2023-05-01,5E325T5HYL61QSABVR5V,4tw8tf,modelo_1,5E325T5HYL61QSABVR5V4tw8tf
36,2023-05-01,5E325T5HYL61QSABVR5V,4ykxyt,modelo_1,5E325T5HYL61QSABVR5V4ykxyt
37,2023-05-01,5E325T5HYL61QSABVR5V,5zw3zm,modelo_1,5E325T5HYL61QSABVR5V5zw3zm
38,2023-05-01,5E325T5HYL61QSABVR5V,61f3tt,modelo_1,5E325T5HYL61QSABVR5V61f3tt
39,2023-05-01,5E325T5HYL61QSABVR5V,67vcf8,modelo_1,5E325T5HYL61QSABVR5V67vcf8
40,2023-05-01,62FIK8F2YT8JSFDBLEC9,bwgzkm,modelo_1,62FIK8F2YT8JSFDBLEC9bwgzkm
41,2023-05-01,62FIK8F2YT8JSFDBLEC9,1jvqaq,modelo_1,62FIK8F2YT8JSFDBLEC91jvqaq
42,2023-05-01,62FIK8F2YT8JSFDBLEC9,29t9d4,modelo_1,62FIK8F2YT8JSFDBLEC929t9d4
43,2023-05-01,62FIK8F2YT8JSFDBLEC9,3o65lf,modelo_1,62FIK8F2YT8JSFDBLEC93o65lf
44,2023-05-01,62FIK8F2YT8JSFDBLEC9,3opd47,modelo_1,62FIK8F2YT8JSFDBLEC93opd47
45,2023-05-01,62FIK8F2YT8JSFDBLEC9,3w8khx,modelo_1,62FIK8F2YT8JSFDBLEC93w8khx
46,2023-05-01,62FIK8F2YT8JSFDBLEC9,4130ef,modelo_1,62FIK8F2YT8JSFDBLEC94130ef
47,2023-05-01,62FIK8F2YT8JSFDBLEC9,4nunqe,modelo_1,62FIK8F2YT8JSFDBLEC94nunqe
48,2023-05-01,62FIK8F2YT8JSFDBLEC9,5365mm,modelo_1,62FIK8F2YT8JSFDBLEC95365mm
49,2023-05-01,62FIK8F2YT8JSFDBLEC9,5uqsrl,modelo_1,62FIK8F2YT8JSFDBLEC95uqsrl
50,2023-05-01,62FIK8F2YT8JSFDBLEC9,6tpe69,modelo_1,62FIK8F2YT8JSFDBLEC96tpe69
51,2023-05-01,62FIK8F2YT8JSFDBLEC9,7fz717,modelo_1,62FIK8F2YT8JSFDBLEC97fz717
52,2023-05-01,62FIK8F2YT8JSFDBLEC9,83k1nn,modelo_1,62FIK8F2YT8JSFDBLEC983k1nn
53,2023-05-01,62FIK8F2YT8JSFDBLEC9,8h1up6,modelo_1,62FIK8F2YT8JSFDBLEC98h1up6
54,2023-05-01,62FIK8F2YT8JSFDBLEC9,95h7or,modelo_1,62FIK8F2YT8JSFDBLEC995h7or
55,2023-05-01,62FIK8F2YT8JSFDBLEC9,99w6nj,modelo_1,62FIK8F2YT8JSFDBLEC999w6nj
56,2023-05-01,62FIK8F2YT8JSFDBLEC9,a9fx8r,modelo_1,62FIK8F2YT8JSFDBLEC9a9fx8r
57,2023-05-01,62FIK8F2YT8JSFDBLEC9,aee2vx,modelo_1,62FIK8F2YT8JSFDBLEC9aee2vx
58,2023-05-01,62FIK8F2YT8JSFDBLEC9,akr23y,modelo_1,62FIK8F2YT8JSFDBLEC9akr23y
59,2023-05-01,62FIK8F2YT8JSFDBLEC9,ayuqy8,modelo_1,62FIK8F2YT8JSFDBLEC9ayuqy8
60,2023-05-01,6X20RDH567MX2X3TXYJ7,1z4ugy,modelo_1,6X20RDH567MX2X3TXYJ71z4ugy
61,2023-05-01,6X20RDH567MX2X3TXYJ7,wjicrt,modelo_1,6X20RDH567MX2X3TXYJ7wjicrt
62,2023-05-01,6X20RDH567MX2X3TXYJ7,ca7qql,modelo_1,6X20RDH567MX2X3TXYJ7ca7qql
63,2023-05-01,6X20RDH567MX2X3TXYJ7,enetly,modelo_1,6X20RDH567MX2X3TXYJ7enetly
64,2023-05-01,6X20RDH567MX2X3TXYJ7,kefio1,modelo_1,6X20RDH567MX2X3TXYJ7kefio1
65,2023-05-01,6X20RDH567MX2X3TXYJ7,lynq5f,modelo_1,6X20RDH567MX2X3TXYJ7lynq5f
66,2023-05-01,6X20RDH567MX2X3TXYJ7,0nbh5x,modelo_1,6X20RDH567MX2X3TXYJ70nbh5x
67,2023-05-01,6X20RDH567MX2X3TXYJ7,0nw219,modelo_1,6X20RDH567MX2X3TXYJ70nw219
68,2023-05-01,6X20RDH567MX2X3TXYJ7,0u97u4,modelo_1,6X20RDH567MX2X3TXYJ70u97u4
69,2023-05-01,6X20RDH567MX2X3TXYJ7,14829e,modelo_1,6X20RDH567MX2X3TXYJ714829e
70,2023-05-01,6X20RDH567MX2X3TXYJ7,206312,modelo_1,6X20RDH567MX2X3TXYJ7206312
71,2023-05-01,6X20RDH567MX2X3TXYJ7,3k4wti,modelo_1,6X20RDH567MX2X3TXYJ73k4wti
72,2023-05-01,6X20RDH567MX2X3TXYJ7,3o5tyo,modelo_1,6X20RDH567MX2X3TXYJ73o5tyo
73,2023-05-01,6X20RDH567MX2X3TXYJ7,46bx7f,modelo_1,6X20RDH567MX2X3TXYJ746bx7f
74,2023-05-01,6X20RDH567MX2X3TXYJ7,4pvwer,modelo_1,6X20RDH567MX2X3TXYJ74pvwer
75,2023-05-01,6X20RDH567MX2X3TXYJ7,5drttp,modelo_1,6X20RDH567MX2X3TXYJ75drttp
76,2023-05-01,6X20RDH567MX2X3TXYJ7,5epf09,modelo_1,6X20RDH567MX2X3TXYJ75epf09
77,2023-05-01,6X20RDH567MX2X3TXYJ7,5q5gby,modelo_1,6X20RDH567MX2X3TXYJ75q5gby
78,2023-05-01,6X20RDH567MX2X3TXYJ7,6d7l8e,modelo_1,6X20RDH567MX2X3TXYJ76d7l8e
79,2023-05-01,6X20RDH567MX2X3TXYJ7,6ee4ay,modelo_1,6X20RDH567MX2X3TXYJ76ee4ay
80,2023-05-01,8C88YB6E8YCGWU07HA7A,bvztih,modelo_1,8C88YB6E8YCGWU07HA7Abvztih
81,2023-05-01,8C88YB6E8YCGWU07HA7A,4oc4gf,modelo_1,8C88YB6E8YCGWU07HA7A4oc4gf
82,2023-05-01,8C88YB6E8YCGWU07HA7A,8zjv7w,modelo_1,8C88YB6E8YCGWU07HA7A8zjv7w
83,2023-05-01,8C88YB6E8YCGWU07HA7A,042cj0,modelo_1,8C88YB6E8YCGWU07HA7A042cj0
84,2023-05-01,8C88YB6E8YCGWU07HA7A,0su5fe,modelo_1,8C88YB6E8YCGWU07HA7A0su5fe
85,2023-05-01,8C88YB6E8YCGWU07HA7A,0u2vdr,modelo_1,8C88YB6E8YCGWU07HA7A0u2vdr
86,2023-05-01,8C88YB6E8YCGWU07HA7A,1f27se,modelo_1,8C88YB6E8YCGWU07HA7A1f27se
87,2023-05-01,8C88YB6E8YCGWU07HA7A,1lkljp,modelo_1,8C88YB6E8YCGWU07HA7A1lkljp
88,2023-05-01,8C88YB6E8YCGWU07HA7A,2a0ckb,modelo_1,8C88YB6E8YCGWU07HA7A2a0ckb
89,2023-05-01,8C88YB6E8YCGWU07HA7A,2ehbaj,modelo_1,8C88YB6E8YCGWU07HA7A2ehbaj
90,2023-05-01,8C88YB6E8YCGWU07HA7A,2gv5kk,modelo_1,8C88YB6E8YCGWU07HA7A2gv5kk
91,2023-05-01,8C88YB6E8YCGWU07HA7A,2unhk6,modelo_1,8C88YB6E8YCGWU07HA7A2unhk6
92,2023-05-01,8C88YB6E8YCGWU07HA7A,33p8jq,modelo_1,8C88YB6E8YCGWU07HA7A33p8jq
93,2023-05-01,8C88YB6E8YCGWU07HA7A,3f7v55,modelo_1,8C88YB6E8YCGWU07HA7A3f7v55
94,2023-05-01,8C88YB6E8YCGWU07HA7A,48zad0,modelo_1,8C88YB6E8YCGWU07HA7A48zad0
95,2023-05-01,8C88YB6E8YCGWU07HA7A,4duwhz,modelo_1,8C88YB6E8YCGWU07HA7A4duwhz
96,2023-05-01,8C88YB6E8YCGWU07HA7A,4s56e4,modelo_1,8C88YB6E8YCGWU07HA7A4s56e4
97,2023-05-01,8C88YB6E8YCGWU07HA7A,4uf7ag,modelo_1,8C88YB6E8YCGWU07HA7A4uf7ag
98,2023-05-01,8C88YB6E8YCGWU07HA7A,4zv71d,modelo_1,8C88YB6E8YCGWU07HA7A4zv71d
99,2023-05-01,8C88YB6E8YCGWU07HA7A,51qf7s,modelo_1,8C88YB6E8YCGWU07HA7A51qf7s
100,2023-05-01,AK81O7W3KGPEN8LABG2N,jk8t0g,modelo_1,AK81O7W3KGPEN8LABG2Njk8t0g
101,2023-05-01,AK81O7W3KGPEN8LABG2N,qbpye9,modelo_1,AK81O7W3KGPEN8LABG2Nqbpye9
102,2023-05-01,AK81O7W3KGPEN8LABG2N,0375tj,modelo_1,AK81O7W3KGPEN8LABG2N0375tj
103,2023-05-01,AK81O7W3KGPEN8LABG2N,08kcto,modelo_1,AK81O7W3KGPEN8LABG2N08kcto
104,2023-05-01,AK81O7W3KGPEN8LABG2N,0hk4un,modelo_1,AK81O7W3KGPEN8LABG2N0hk4un
105,2023-05-01,AK81O7W3KGPEN8LABG2N,0khlye,modelo_1,AK81O7W3KGPEN8LABG2N0khlye
106,2023-05-01,AK81O7W3KGPEN8LABG2N,1g1kgt,modelo_1,AK81O7W3KGPEN8LABG2N1g1kgt
107,2023-05-01,AK81O7W3KGPEN8LABG2N,1j6llv,modelo_1,AK81O7W3KGPEN8LABG2N1j6llv
108,2023-05-01,AK81O7W3KGPEN8LABG2N,1q3y3v,modelo_1,AK81O7W3KGPEN8LABG2N1q3y3v
109,2023-05-01,AK81O7W3KGPEN8LABG2N,206qg3,modelo_1,AK81O7W3KGPEN8LABG2N206qg3
110,2023-05-01,AK81O7W3KGPEN8LABG2N,29s3ve,modelo_1,AK81O7W3KGPEN8LABG2N29s3ve
111,2023-05-01,AK81O7W3KGPEN8LABG2N,2ek1oh,modelo_1,AK81O7W3KGPEN8LABG2N2ek1oh
112,2023-05-01,AK81O7W3KGPEN8LABG2N,3bnqsp,modelo_1,AK81O7W3KGPEN8LABG2N3bnqsp
113,2023-05-01,AK81O7W3KGPEN8LABG2N,3chn8i,modelo_1,AK81O7W3KGPEN8LABG2N3chn8i
114,2023-05-01,AK81O7W3KGPEN8LABG2N,3yd7re,modelo_1,AK81O7W3KGPEN8LABG2N3yd7re
115,2023-05-01,AK81O7W3KGPEN8LABG2N,48ovdm,modelo_1,AK81O7W3KGPEN8LABG2N48ovdm
116,2023-05-01,AK81O7W3KGPEN8LABG2N,4d1wmt,modelo_1,AK81O7W3KGPEN8LABG2N4d1wmt
117,2023-05-01,AK81O7W3KGPEN8LABG2N,4ilgyf,modelo_1,AK81O7W3KGPEN8LABG2N4ilgyf
118,2023-05-01,AK81O7W3KGPEN8LABG2N,4xwp1v,modelo_1,AK81O7W3KGPEN8LABG2N4xwp1v
119,2023-05-01,AK81O7W3KGPEN8LABG2N,56uamd,modelo_1,AK81O7W3KGPEN8LABG2N56uamd
120,2023-05-01,EN1SA43DTN2LIR8DEW5S,4ozn1k,modelo_1,EN1SA43DTN2LIR8DEW5S4ozn1k
121,2023-05-01,EN1SA43DTN2LIR8DEW5S,dw2wro,modelo_1,EN1SA43DTN2LIR8DEW5Sdw2wro
122,2023-05-01,EN1SA43DTN2LIR8DEW5S,02zmit,modelo_1,EN1SA43DTN2LIR8DEW5S02zmit
123,2023-05-01,EN1SA43DTN2LIR8DEW5S,05p8w3,modelo_1,EN1SA43DTN2LIR8DEW5S05p8w3
124,2023-05-01,EN1SA43DTN2LIR8DEW5S,0kwo2k,modelo_1,EN1SA43DTN2LIR8DEW5S0kwo2k
125,2023-05-01,EN1SA43DTN2LIR8DEW5S,0x1xvs,modelo_1,EN1SA43DTN2LIR8DEW5S0x1xvs
126,2023-05-01,EN1SA43DTN2LIR8DEW5S,1wfq9r,modelo_1,EN1SA43DTN2LIR8DEW5S1wfq9r
127,2023-05-01,EN1SA43DTN2LIR8DEW5S,2lvz0y,modelo_1,EN1SA43DTN2LIR8DEW5S2lvz0y
128,2023-05-01,EN1SA43DTN2LIR8DEW5S,2uqhzn,modelo_1,EN1SA43DTN2LIR8DEW5S2uqhzn
129,2023-05-01,EN1SA43DTN2LIR8DEW5S,3i8xh8,modelo_1,EN1SA43DTN2LIR8DEW5S3i8xh8
130,2023-05-01,EN1SA43DTN2LIR8DEW5S,3j73up,modelo_1,EN1SA43DTN2LIR8DEW5S3j73up
131,2023-05-01,EN1SA43DTN2LIR8DEW5S,3lu35j,modelo_1,EN1SA43DTN2LIR8DEW5S3lu35j
132,2023-05-01,EN1SA43DTN2LIR8DEW5S,452w3x,modelo_1,EN1SA43DTN2LIR8DEW5S452w3x
133,2023-05-01,EN1SA43DTN2LIR8DEW5S,4c1acx,modelo_1,EN1SA43DTN2LIR8DEW5S4c1acx
134,2023-05-01,EN1SA43DTN2LIR8DEW5S,4htimq,modelo_1,EN1SA43DTN2LIR8DEW5S4htimq
135,2023-05-01,EN1SA43DTN2LIR8DEW5S,4pe2zo,modelo_1,EN1SA43DTN2LIR8DEW5S4pe2zo
136,2023-05-01,EN1SA43DTN2LIR8DEW5S,5ek4a4,modelo_1,EN1SA43DTN2LIR8DEW5S5ek4a4
137,2023-05-01,EN1SA43DTN2LIR8DEW5S,5eo9ar,modelo_1,EN1SA43DTN2LIR8DEW5S5eo9ar
138,2023-05-01,EN1SA43DTN2LIR8DEW5S,6021z5,modelo_1,EN1SA43DTN2LIR8DEW5S6021z5
139,2023-05-01,EN1SA43DTN2LIR8DEW5S,69ncq4,modelo_1,EN1SA43DTN2LIR8DEW5S69ncq4
140,2023-05-01,GXLKAA83238FVRU718EX,iuwpz8,modelo_1,GXLKAA83238FVRU718EXiuwpz8
141,2023-05-01,GXLKAA83238FVRU718EX,0ftfvq,modelo_1,GXLKAA83238FVRU718EX0ftfvq
142,2023-05-01,GXLKAA83238FVRU718EX,0umktp,modelo_1,GXLKAA83238FVRU718EX0umktp
143,2023-05-01,GXLKAA83238FVRU718EX,1gerzh,modelo_1,GXLKAA83238FVRU718EX1gerzh
144,2023-05-01,GXLKAA83238FVRU718EX,2g4jvf,modelo_1,GXLKAA83238FVRU718EX2g4jvf
145,2023-05-01,GXLKAA83238FVRU718EX,4zcdiu,modelo_1,GXLKAA83238FVRU718EX4zcdiu
146,2023-05-01,GXLKAA83238FVRU718EX,57lqdh,modelo_1,GXLKAA83238FVRU718EX57lqdh
147,2023-05-01,GXLKAA83238FVRU718EX,5f0yrb,modelo_1,GXLKAA83238FVRU718EX5f0yrb
148,2023-05-01,GXLKAA83238FVRU718EX,5fmakr,modelo_1,GXLKAA83238FVRU718EX5fmakr
149,2023-05-01,GXLKAA83238FVRU718EX,5gf94k,modelo_1,GXLKAA83238FVRU718EX5gf94k
150,2023-05-01,GXLKAA83238FVRU718EX,6arj5u,modelo_1,GXLKAA83238FVRU718EX6arj5u
151,2023-05-01,GXLKAA83238FVRU718EX,6ejrk7,modelo_1,GXLKAA83238FVRU718EX6ejrk7
152,2023-05-01,GXLKAA83238FVRU718EX,6em8eh,modelo_1,GXLKAA83238FVRU718EX6em8eh
153,2023-05-01,GXLKAA83238FVRU718EX,6j2s9z,modelo_1,GXLKAA83238FVRU718EX6j2s9z
154,2023-05-01,GXLKAA83238FVRU718EX,7k57e9,modelo_1,GXLKAA83238FVRU718EX7k57e9
155,2023-05-01,GXLKAA83238FVRU718EX,8i58a2,modelo_1,GXLKAA83238FVRU718EX8i58a2
156,2023-05-01,GXLKAA83238FVRU718EX,8milxx,modelo_1,GXLKAA83238FVRU718EX8milxx
157,2023-05-01,GXLKAA83238FVRU718EX,8nh5uy,modelo_1,GXLKAA83238FVRU718EX8nh5uy
158,2023-05-01,GXLKAA83238FVRU718EX,90hx47,modelo_1,GXLKAA83238FVRU718EX90hx47
159,2023-05-01,GXLKAA83238FVRU718EX,94ev02,modelo_1,GXLKAA83238FVRU718EX94ev02
160,2023-05-01,IDOFCO721HTJGDH7332G,knxl52,modelo_1,IDOFCO721HTJGDH7332Gknxl52
161,2023-05-01,IDOFCO721HTJGDH7332G,a85kb3,modelo_1,IDOFCO721HTJGDH7332Ga85kb3
162,2023-05-01,IDOFCO721HTJGDH7332G,ntvvfs,modelo_1,IDOFCO721HTJGDH7332Gntvvfs
163,2023-05-01,IDOFCO721HTJGDH7332G,1f34uj,modelo_1,IDOFCO721HTJGDH7332G1f34uj
164,2023-05-01,IDOFCO721HTJGDH7332G,i8oip0,modelo_1,IDOFCO721HTJGDH7332Gi8oip0
165,2023-05-01,IDOFCO721HTJGDH7332G,zp37df,modelo_1,IDOFCO721HTJGDH7332Gzp37df
166,2023-05-01,IDOFCO721HTJGDH7332G,w7kmb5,modelo_1,IDOFCO721HTJGDH7332Gw7kmb5
167,2023-05-01,IDOFCO721HTJGDH7332G,wpsx4z,modelo_1,IDOFCO721HTJGDH7332Gwpsx4z
168,2023-05-01,IDOFCO721HTJGDH7332G,015ly6,modelo_1,IDOFCO721HTJGDH7332G015ly6
169,2023-05-01,IDOFCO721HTJGDH7332G,0z7gam,modelo_1,IDOFCO721HTJGDH7332G0z7gam
170,2023-05-01,IDOFCO721HTJGDH7332G,1stiwg,modelo_1,IDOFCO721HTJGDH7332G1stiwg
171,2023-05-01,IDOFCO721HTJGDH7332G,1z7qn2,modelo_1,IDOFCO721HTJGDH7332G1z7qn2
172,2023-05-01,IDOFCO721HTJGDH7332G,20peku,modelo_1,IDOFCO721HTJGDH7332G20peku
173,2023-05-01,IDOFCO721HTJGDH7332G,278yot,modelo_1,IDOFCO721HTJGDH7332G278yot
174,2023-05-01,IDOFCO721HTJGDH7332G,2cwgag,modelo_1,IDOFCO721HTJGDH7332G2cwgag
175,2023-05-01,IDOFCO721HTJGDH7332G,2harmu,modelo_1,IDOFCO721HTJGDH7332G2harmu
176,2023-05-01,IDOFCO721HTJGDH7332G,31g3uj,modelo_1,IDOFCO721HTJGDH7332G31g3uj
177,2023-05-01,IDOFCO721HTJGDH7332G,3brj11,modelo_1,IDOFCO721HTJGDH7332G3brj11
178,2023-05-01,IDOFCO721HTJGDH7332G,3h779a,modelo_1,IDOFCO721HTJGDH7332G3h779a
179,2023-05-01,IDOFCO721HTJGDH7332G,3rjex0,modelo_1,IDOFCO721HTJGDH7332G3rjex0
180,2023-05-01,IOBPI63RBJIHI5FB7U9O,81an2b,modelo_1,IOBPI63RBJIHI5FB7U9O81an2b
181,2023-05-01,IOBPI63RBJIHI5FB7U9O,cmfd7a,modelo_1,IOBPI63RBJIHI5FB7U9Ocmfd7a
182,2023-05-01,IOBPI63RBJIHI5FB7U9O,kl6n8e,modelo_1,IOBPI63RBJIHI5FB7U9Okl6n8e
183,2023-05-01,IOBPI63RBJIHI5FB7U9O,0kre8o,modelo_1,IOBPI63RBJIHI5FB7U9O0kre8o
184,2023-05-01,IOBPI63RBJIHI5FB7U9O,0ntqs2,modelo_1,IOBPI63RBJIHI5FB7U9O0ntqs2
185,2023-05-01,IOBPI63RBJIHI5FB7U9O,0sqjeh,modelo_1,IOBPI63RBJIHI5FB7U9O0sqjeh
186,2023-05-01,IOBPI63RBJIHI5FB7U9O,104jo8,modelo_1,IOBPI63RBJIHI5FB7U9O104jo8
187,2023-05-01,IOBPI63RBJIHI5FB7U9O,1ey5jh,modelo_1,IOBPI63RBJIHI5FB7U9O1ey5jh
188,2023-05-01,IOBPI63RBJIHI5FB7U9O,1vhym6,modelo_1,IOBPI63RBJIHI5FB7U9O1vhym6
189,2023-05-01,IOBPI63RBJIHI5FB7U9O,2mis70,modelo_1,IOBPI63RBJIHI5FB7U9O2mis70
190,2023-05-01,IOBPI63RBJIHI5FB7U9O,2phdn9,modelo_1,IOBPI63RBJIHI5FB7U9O2phdn9
191,2023-05-01,IOBPI63RBJIHI5FB7U9O,2wcwdn,modelo_1,IOBPI63RBJIHI5FB7U9O2wcwdn
192,2023-05-01,IOBPI63RBJIHI5FB7U9O,35lrqw,modelo_1,IOBPI63RBJIHI5FB7U9O35lrqw
193,2023-05-01,IOBPI63RBJIHI5FB7U9O,3cidx4,modelo_1,IOBPI63RBJIHI5FB7U9O3cidx4
194,2023-05-01,IOBPI63RBJIHI5FB7U9O,3ijw3i,modelo_1,IOBPI63RBJIHI5FB7U9O3ijw3i
195,2023-05-01,IOBPI63RBJIHI5FB7U9O,445jwt,modelo_1,IOBPI63RBJIHI5FB7U9O445jwt
196,2023-05-01,IOBPI63RBJIHI5FB7U9O,513q6i,modelo_1,IOBPI63RBJIHI5FB7U9O513q6i
197,2023-05-01,IOBPI63RBJIHI5FB7U9O,5qxutt,modelo_1,IOBPI63RBJIHI5FB7U9O5qxutt
198,2023-05-01,IOBPI63RBJIHI5FB7U9O,5rsuey,modelo_1,IOBPI63RBJIHI5FB7U9O5rsuey
199,2023-05-01,IOBPI63RBJIHI5FB7U9O,6890m5,modelo_1,IOBPI63RBJIHI5FB7U9O6890m5
200,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,7ng79e,modelo_1,K6Z0X85ZUY0TSF4RCG5J7ng79e
201,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,4laamu,modelo_1,K6Z0X85ZUY0TSF4RCG5J4laamu
202,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,mxkgi3,modelo_1,K6Z0X85ZUY0TSF4RCG5Jmxkgi3
203,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,o0l0l0,modelo_1,K6Z0X85ZUY0TSF4RCG5Jo0l0l0
204,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,qeam0z,modelo_1,K6Z0X85ZUY0TSF4RCG5Jqeam0z
205,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,wwzjna,modelo_1,K6Z0X85ZUY0TSF4RCG5Jwwzjna
206,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,z4zet3,modelo_1,K6Z0X85ZUY0TSF4RCG5Jz4zet3
207,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,0szpl3,modelo_1,K6Z0X85ZUY0TSF4RCG5J0szpl3
208,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,1ohcvj,modelo_1,K6Z0X85ZUY0TSF4RCG5J1ohcvj
209,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,2j55x2,modelo_1,K6Z0X85ZUY0TSF4RCG5J2j55x2
210,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,2njlnu,modelo_1,K6Z0X85ZUY0TSF4RCG5J2njlnu
211,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,46bou7,modelo_1,K6Z0X85ZUY0TSF4RCG5J46bou7
212,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,4dq5p6,modelo_1,K6Z0X85ZUY0TSF4RCG5J4dq5p6
213,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,4ii2l1,modelo_1,K6Z0X85ZUY0TSF4RCG5J4ii2l1
214,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,4oirq4,modelo_1,K6Z0X85ZUY0TSF4RCG5J4oirq4
215,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,5x4gnl,modelo_1,K6Z0X85ZUY0TSF4RCG5J5x4gnl
216,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,649tyl,modelo_1,K6Z0X85ZUY0TSF4RCG5J649tyl
217,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,6jwq11,modelo_1,K6Z0X85ZUY0TSF4RCG5J6jwq11
