,date,advertiser_id,product_id,clicks,impressions,click_rate,modelo,product_id_count
34,2023-05-01,5E325T5HYL61QSABVR5V,4bxb6f,0.0,7.0,0.0,modelo_1,
35,2023-05-01,5E325T5HYL61QSABVR5V,4tw8tf,0.0,4.0,0.0,modelo_1,
36,2023-05-01,5E325T5HYL61QSABVR5V,4ykxyt,0.0,4.0,0.0,modelo_1,
37,2023-05-01,5E325T5HYL61QSABVR5V,5zw3zm,0.0,5.0,0.0,modelo_1,
38,2023-05-01,5E325T5HYL61QSABVR5V,61f3tt,0.0,4.0,0.0,modelo_1,
39,2023-05-01,5E325T5HYL61QSABVR5V,67vcf8,0.0,6.0,0.0,modelo_1,
40,2023-05-01,62FIK8F2YT8JSFDBLEC9,bwgzkm,1.0,7.0,0.14285714285714285,modelo_1,
41,2023-05-01,62FIK8F2YT8JSFDBLEC9,1jvqaq,0.0,3.0,0.0,modelo_1,
42,2023-05-01,62FIK8F2YT8JSFDBLEC9,29t9d4,0.0,3.0,0.0,modelo_1,
43,2023-05-01,62FIK8F2YT8JSFDBLEC9,3o65lf,0.0,5.0,0.0,modelo_1,
44,2023-05-01,62FIK8F2YT8JSFDBLEC9,3opd47,0.0,5.0,0.0,modelo_1,
45,2023-05-01,62FIK8F2YT8JSFDBLEC9,3w8khx,0.0,4.0,0.0,modelo_1,
46,2023-05-01,62FIK8F2YT8JSFDBLEC9,4130ef,0.0,4.0,0.0,modelo_1,
47,2023-05-01,62FIK8F2YT8JSFDBLEC9,4nunqe,0.0,4.0,0.0,modelo_1,
48,2023-05-01,62FIK8F2YT8JSFDBLEC9,5365mm,0.0,3.0,0.0,modelo_1,
49,2023-05-01,62FIK8F2YT8JSFDBLEC9,5uqsrl,0.0,1.0,0.0,modelo_1,
50,2023-05-01,62FIK8F2YT8JSFDBLEC9,6tpe69,0.0,3.0,0.0,modelo_1,
51,2023-05-01,62FIK8F2YT8JSFDBLEC9,7fz717,0.0,3.0,0.0,modelo_1,
52,2023-05-01,62FIK8F2YT8JSFDBLEC9,83k1nn,0.0,3.0,0.0,modelo_1,
53,2023-05-01,62FIK8F2YT8JSFDBLEC9,8h1up6,0.0,7.0,0.0,modelo_1,
54,2023-05-01,62FIK8F2YT8JSFDBLEC9,95h7or,0.0,4.0,0.0,modelo_1,
55,2023-05-01,62FIK8F2YT8JSFDBLEC9,99w6nj,0.0,6.0,0.0,modelo_1,
56,2023-05-01,62FIK8F2YT8JSFDBLEC9,a9fx8r,0.0,4.0,0.0,modelo_1,
57,2023-05-01,62FIK8F2YT8JSFDBLEC9,aee2vx,0.0,4.0,0.0,modelo_1,
58,2023-05-01,62FIK8F2YT8JSFDBLEC9,akr23y,0.0,3.0,0.0,modelo_1,
59,2023-05-01,62FIK8F2YT8JSFDBLEC9,ayuqy8,0.0,2.0,0.0,modelo_1,
60,2023-05-01,6X20RDH567MX2X3TXYJ7,1z4ugy,1.0,5.0,0.2,modelo_1,
61,2023-05-01,6X20RDH567MX2X3TXYJ7,wjicrt,1.0,5.0,0.2,modelo_1,
62,2023-05-01,6X20RDH567MX2X3TXYJ7,ca7qql,1.0,6.0,0.16666666666666666,modelo_1,
63,2023-05-01,6X20RDH567MX2X3TXYJ7,enetly,1.0,6.0,0.16666666666666666,modelo_1,
64,2023-05-01,6X20RDH567MX2X3TXYJ7,kefio1,1.0,6.0,0.16666666666666666,modelo_1,
65,2023-05-01,6X20RDH567MX2X3TXYJ7,lynq5f,1.0,7.0,0.14285714285714285,modelo_1,
66,2023-05-01,6X20RDH567MX2X3TXYJ7,0nbh5x,0.0,4.0,0.0,modelo_1,
67,2023-05-01,6X20RDH567MX2X3TXYJ7,0nw219,0.0,3.0,0.0,modelo_1,
68,2023-05-01,6X20RDH567MX2X3TXYJ7,0u97u4,0.0,1.0,0.0,modelo_1,
69,2023-05-01,6X20RDH567MX2X3TXYJ7,14829e,0.0,3.0,0.0,modelo_1,
70,2023-05-01,6X20RDH567MX2X3TXYJ7,206312,0.0,8.0,0.0,modelo_1,
71,2023-05-01,6X20RDH567MX2X3TXYJ7,3k4wti,0.0,7.0,0.0,modelo_1,
72,2023-05-01,6X20RDH567MX2X3TXYJ7,3o5tyo,0.0,3.0,0.0,modelo_1,
73,2023-05-01,6X20RDH567MX2X3TXYJ7,46bx7f,0.0,5.0,0.0,modelo_1,
74,2023-05-01,6X20RDH567MX2X3TXYJ7,4pvwer,0.0,3.0,0.0,modelo_1,
75,2023-05-01,6X20RDH567MX2X3TXYJ7,5drttp,0.0,7.0,0.0,modelo_1,
76,2023-05-01,6X20RDH567MX2X3TXYJ7,5epf09,0.0,1.0,0.0,modelo_1,
77,2023-05-01,6X20RDH567MX2X3TXYJ7,5q5gby,0.0,2.0,0.0,modelo_1,
78,2023-05-01,6X20RDH567MX2X3TXYJ7,6d7l8e,0.0,2.0,0.0,modelo_1,
79,2023-05-01,6X20RDH567MX2X3TXYJ7,6ee4ay,0.0,5.0,0.0,modelo_1,
80,2023-05-01,8C88YB6E8YCGWU07HA7A,bvztih,1.0,4.0,0.25,modelo_1,
81,2023-05-01,8C88YB6E8YCGWU07HA7A,4oc4gf,1.0,5.0,0.2,modelo_1,
82,2023-05-01,8C88YB6E8YCGWU07HA7A,8zjv7w,1.0,5.0,0.2,modelo_1,
83,2023-05-01,8C88YB6E8YCGWU07HA7A,042cj0,0.0,3.0,0.0,modelo_1,
84,2023-05-01,8C88YB6E8YCGWU07HA7A,0su5fe,0.0,3.0,0.0,modelo_1,
85,2023-05-01,8C88YB6E8YCGWU07HA7A,0u2vdr,0.0,6.0,0.0,modelo_1,
86,2023-05-01,8C88YB6E8YCGWU07HA7A,1f27se,0.0,6.0,0.0,modelo_1,
87,2023-05-01,8C88YB6E8YCGWU07HA7A,1lkljp,0.0,3.0,0.0,modelo_1,
88,2023-05-01,8C88YB6E8YCGWU07HA7A,2a0ckb,0.0,4.0,0.0,modelo_1,
89,2023-05-01,8C88YB6E8YCGWU07HA7A,2ehbaj,0.0,4.0,0.0,modelo_1,
90,2023-05-01,8C88YB6E8YCGWU07HA7A,2gv5kk,0.0,4.0,0.0,modelo_1,
91,2023-05-01,8C88YB6E8YCGWU07HA7A,2unhk6,0.0,5.0,0.0,modelo_1,
92,2023-05-01,8C88YB6E8YCGWU07HA7A,33p8jq,0.0,4.0,0.0,modelo_1,
93,2023-05-01,8C88YB6E8YCGWU07HA7A,3f7v55,0.0,8.0,0.0,modelo_1,
94,2023-05-01,8C88YB6E8YCGWU07HA7A,48zad0,0.0,7.0,0.0,modelo_1,
95,2023-05-01,8C88YB6E8YCGWU07HA7A,4duwhz,0.0,8.0,0.0,modelo_1,
96,2023-05-01,8C88YB6E8YCGWU07HA7A,4s56e4,0.0,1.0,0.0,modelo_1,
97,2023-05-01,8C88YB6E8YCGWU07HA7A,4uf7ag,0.0,6.0,0.0,modelo_1,
98,2023-05-01,8C88YB6E8YCGWU07HA7A,4zv71d,0.0,2.0,0.0,modelo_1,
99,2023-05-01,8C88YB6E8YCGWU07HA7A,51qf7s,0.0,7.0,0.0,modelo_1,
100,2023-05-01,AK81O7W3KGPEN8LABG2N,jk8t0g,1.0,6.0,0.16666666666666666,modelo_1,
101,2023-05-01,AK81O7W3KGPEN8LABG2N,qbpye9,1.0,6.0,0.16666666666666666,modelo_1,
102,2023-05-01,AK81O7W3KGPEN8LABG2N,0375tj,0.0,1.0,0.0,modelo_1,
103,2023-05-01,AK81O7W3KGPEN8LABG2N,08kcto,0.0,5.0,0.0,modelo_1,
104,2023-05-01,AK81O7W3KGPEN8LABG2N,0hk4un,0.0,5.0,0.0,modelo_1,
105,2023-05-01,AK81O7W3KGPEN8LABG2N,0khlye,0.0,5.0,0.0,modelo_1,
106,2023-05-01,AK81O7W3KGPEN8LABG2N,1g1kgt,0.0,3.0,0.0,modelo_1,
107,2023-05-01,AK81O7W3KGPEN8LABG2N,1j6llv,0.0,5.0,0.0,modelo_1,
108,2023-05-01,AK81O7W3KGPEN8LABG2N,1q3y3v,0.0,5.0,0.0,modelo_1,
109,2023-05-01,AK81O7W3KGPEN8LABG2N,206qg3,0.0,8.0,0.0,modelo_1,
110,2023-05-01,AK81O7W3KGPEN8LABG2N,29s3ve,0.0,7.0,0.0,modelo_1,
111,2023-05-01,AK81O7W3KGPEN8LABG2N,2ek1oh,0.0,6.0,0.0,modelo_1,
112,2023-05-01,AK81O7W3KGPEN8LABG2N,3bnqsp,0.0,3.0,0.0,modelo_1,
113,2023-05-01,AK81O7W3KGPEN8LABG2N,3chn8i,0.0,5.0,0.0,modelo_1,
114,2023-05-01,AK81O7W3KGPEN8LABG2N,3yd7re,0.0,7.0,0.0,modelo_1,
115,2023-05-01,AK81O7W3KGPEN8LABG2N,48ovdm,0.0,2.0,0.0,modelo_1,
116,2023-05-01,AK81O7W3KGPEN8LABG2N,4d1wmt,0.0,5.0,0.0,modelo_1,
117,2023-05-01,AK81O7W3KGPEN8LABG2N,4ilgyf,0.0,6.0,0.0,modelo_1,
118,2023-05-01,AK81O7W3KGPEN8LABG2N,4xwp1v,0.0,3.0,0.0,modelo_1,
119,2023-05-01,AK81O7W3KGPEN8LABG2N,56uamd,0.0,2.0,0.0,modelo_1,
120,2023-05-01,EN1SA43DTN2LIR8DEW5S,4ozn1k,1.0,4.0,0.25,modelo_1,
121,2023-05-01,EN1SA43DTN2LIR8DEW5S,dw2wro,1.0,5.0,0.2,modelo_1,
122,2023-05-01,EN1SA43DTN2LIR8DEW5S,02zmit,0.0,4.0,0.0,modelo_1,
123,2023-05-01,EN1SA43DTN2LIR8DEW5S,05p8w3,0.0,4.0,0.0,modelo_1,
124,2023-05-01,EN1SA43DTN2LIR8DEW5S,0kwo2k,0.0,2.0,0.0,modelo_1,
125,2023-05-01,EN1SA43DTN2LIR8DEW5S,0x1xvs,0.0,3.0,0.0,modelo_1,
126,2023-05-01,EN1SA43DTN2LIR8DEW5S,1wfq9r,0.0,2.0,0.0,modelo_1,
127,2023-05-01,EN1SA43DTN2LIR8DEW5S,2lvz0y,0.0,7.0,0.0,modelo_1,
128,2023-05-01,EN1SA43DTN2LIR8DEW5S,2uqhzn,0.0,5.0,0.0,modelo_1,
129,2023-05-01,EN1SA43DTN2LIR8DEW5S,3i8xh8,0.0,7.0,0.0,modelo_1,
130,2023-05-01,EN1SA43DTN2LIR8DEW5S,3j73up,0.0,2.0,0.0,modelo_1,
131,2023-05-01,EN1SA43DTN2LIR8DEW5S,3lu35j,0.0,4.0,0.0,modelo_1,
132,2023-05-01,EN1SA43DTN2LIR8DEW5S,452w3x,0.0,3.0,0.0,modelo_1,
133,2023-05-01,EN1SA43DTN2LIR8DEW5S,4c1acx,0.0,5.0,0.0,modelo_1,
134,2023-05-01,EN1SA43DTN2LIR8DEW5S,4htimq,0.0,2.0,0.0,modelo_1,
135,2023-05-01,EN1SA43DTN2LIR8DEW5S,4pe2zo,0.0,8.0,0.0,modelo_1,
136,2023-05-01,EN1SA43DTN2LIR8DEW5S,5ek4a4,0.0,4.0,0.0,modelo_1,
137,2023-05-01,EN1SA43DTN2LIR8DEW5S,5eo9ar,0.0,2.0,0.0,modelo_1,
138,2023-05-01,EN1SA43DTN2LIR8DEW5S,6021z5,0.0,5.0,0.0,modelo_1,
139,2023-05-01,EN1SA43DTN2LIR8DEW5S,69ncq4,0.0,5.0,0.0,modelo_1,
140,2023-05-01,GXLKAA83238FVRU718EX,iuwpz8,1.0,4.0,0.25,modelo_1,
141,2023-05-01,GXLKAA83238FVRU718EX,0ftfvq,0.0,6.0,0.0,modelo_1,
142,2023-05-01,GXLKAA83238FVRU718EX,0umktp,0.0,7.0,0.0,modelo_1,
143,2023-05-01,GXLKAA83238FVRU718EX,1gerzh,0.0,1.0,0.0,modelo_1,
144,2023-05-01,GXLKAA83238FVRU718EX,2g4jvf,0.0,4.0,0.0,modelo_1,
145,2023-05-01,GXLKAA83238FVRU718EX,4zcdiu,0.0,2.0,0.0,modelo_1,
146,2023-05-01,GXLKAA83238FVRU718EX,57lqdh,0.0,4.0,0.0,modelo_1,
147,2023-05-01,GXLKAA83238FVRU718EX,5f0yrb,0.0,2.0,0.0,modelo_1,
148,2023-05-01,GXLKAA83238FVRU718EX,5fmakr,0.0,5.0,0.0,modelo_1,
149,2023-05-01,GXLKAA83238FVRU718EX,5gf94k,0.0,4.0,0.0,modelo_1,
150,2023-05-01,GXLKAA83238FVRU718EX,6arj5u,0.0,3.0,0.0,modelo_1,
151,2023-05-01,GXLKAA83238FVRU718EX,6ejrk7,0.0,5.0,0.0,modelo_1,
152,2023-05-01,GXLKAA83238FVRU718EX,6em8eh,0.0,5.0,0.0,modelo_1,
153,2023-05-01,GXLKAA83238FVRU718EX,6j2s9z,0.0,6.0,0.0,modelo_1,
154,2023-05-01,GXLKAA83238FVRU718EX,7k57e9,0.0,2.0,0.0,modelo_1,
155,2023-05-01,GXLKAA83238FVRU718EX,8i58a2,0.0,2.0,0.0,modelo_1,
156,2023-05-01,GXLKAA83238FVRU718EX,8milxx,0.0,4.0,0.0,modelo_1,
157,2023-05-01,GXLKAA83238FVRU718EX,8nh5uy,0.0,5.0,0.0,modelo_1,
158,2023-05-01,GXLKAA83238FVRU718EX,90hx47,0.0,3.0,0.0,modelo_1,
159,2023-05-01,GXLKAA83238FVRU718EX,94ev02,0.0,5.0,0.0,modelo_1,
160,2023-05-01,IDOFCO721HTJGDH7332G,knxl52,1.0,2.0,0.5,modelo_1,
161,2023-05-01,IDOFCO721HTJGDH7332G,a85kb3,1.0,3.0,0.3333333333333333,modelo_1,
162,2023-05-01,IDOFCO721HTJGDH7332G,ntvvfs,1.0,4.0,0.25,modelo_1,
163,2023-05-01,IDOFCO721HTJGDH7332G,1f34uj,1.0,5.0,0.2,modelo_1,
164,2023-05-01,IDOFCO721HTJGDH7332G,i8oip0,1.0,5.0,0.2,modelo_1,
165,2023-05-01,IDOFCO721HTJGDH7332G,zp37df,1.0,5.0,0.2,modelo_1,
166,2023-05-01,IDOFCO721HTJGDH7332G,w7kmb5,1.0,9.0,0.1111111111111111,modelo_1,
167,2023-05-01,IDOFCO721HTJGDH7332G,wpsx4z,1.0,9.0,0.1111111111111111,modelo_1,
168,2023-05-01,IDOFCO721HTJGDH7332G,015ly6,0.0,3.0,0.0,modelo_1,
169,2023-05-01,IDOFCO721HTJGDH7332G,0z7gam,0.0,1.0,0.0,modelo_1,
170,2023-05-01,IDOFCO721HTJGDH7332G,1stiwg,0.0,4.0,0.0,modelo_1,
171,2023-05-01,IDOFCO721HTJGDH7332G,1z7qn2,0.0,2.0,0.0,modelo_1,
172,2023-05-01,IDOFCO721HTJGDH7332G,20peku,0.0,6.0,0.0,modelo_1,
173,2023-05-01,IDOFCO721HTJGDH7332G,278yot,0.0,5.0,0.0,modelo_1,
174,2023-05-01,IDOFCO721HTJGDH7332G,2cwgag,0.0,6.0,0.0,modelo_1,
175,2023-05-01,IDOFCO721HTJGDH7332G,2harmu,0.0,5.0,0.0,modelo_1,
176,2023-05-01,IDOFCO721HTJGDH7332G,31g3uj,0.0,3.0,0.0,modelo_1,
177,2023-05-01,IDOFCO721HTJGDH7332G,3brj11,0.0,2.0,0.0,modelo_1,
178,2023-05-01,IDOFCO721HTJGDH7332G,3h779a,0.0,3.0,0.0,modelo_1,
179,2023-05-01,IDOFCO721HTJGDH7332G,3rjex0,0.0,7.0,0.0,modelo_1,
180,2023-05-01,IOBPI63RBJIHI5FB7U9O,81an2b,1.0,3.0,0.3333333333333333,modelo_1,
181,2023-05-01,IOBPI63RBJIHI5FB7U9O,cmfd7a,1.0,5.0,0.2,modelo_1,
182,2023-05-01,IOBPI63RBJIHI5FB7U9O,kl6n8e,1.0,5.0,0.2,modelo_1,
183,2023-05-01,IOBPI63RBJIHI5FB7U9O,0kre8o,0.0,5.0,0.0,modelo_1,
184,2023-05-01,IOBPI63RBJIHI5FB7U9O,0ntqs2,0.0,5.0,0.0,modelo_1,
185,2023-05-01,IOBPI63RBJIHI5FB7U9O,0sqjeh,0.0,8.0,0.0,modelo_1,
186,2023-05-01,IOBPI63RBJIHI5FB7U9O,104jo8,0.0,5.0,0.0,modelo_1,
187,2023-05-01,IOBPI63RBJIHI5FB7U9O,1ey5jh,0.0,4.0,0.0,modelo_1,
188,2023-05-01,IOBPI63RBJIHI5FB7U9O,1vhym6,0.0,1.0,0.0,modelo_1,
189,2023-05-01,IOBPI63RBJIHI5FB7U9O,2mis70,0.0,3.0,0.0,modelo_1,
190,2023-05-01,IOBPI63RBJIHI5FB7U9O,2phdn9,0.0,3.0,0.0,modelo_1,
191,2023-05-01,IOBPI63RBJIHI5FB7U9O,2wcwdn,0.0,3.0,0.0,modelo_1,
192,2023-05-01,IOBPI63RBJIHI5FB7U9O,35lrqw,0.0,1.0,0.0,modelo_1,
193,2023-05-01,IOBPI63RBJIHI5FB7U9O,3cidx4,0.0,7.0,0.0,modelo_1,
194,2023-05-01,IOBPI63RBJIHI5FB7U9O,3ijw3i,0.0,6.0,0.0,modelo_1,
195,2023-05-01,IOBPI63RBJIHI5FB7U9O,445jwt,0.0,6.0,0.0,modelo_1,
196,2023-05-01,IOBPI63RBJIHI5FB7U9O,513q6i,0.0,2.0,0.0,modelo_1,
197,2023-05-01,IOBPI63RBJIHI5FB7U9O,5qxutt,0.0,8.0,0.0,modelo_1,
198,2023-05-01,IOBPI63RBJIHI5FB7U9O,5rsuey,0.0,4.0,0.0,modelo_1,
199,2023-05-01,IOBPI63RBJIHI5FB7U9O,6890m5,0.0,7.0,0.0,modelo_1,
200,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,7ng79e,1.0,2.0,0.5,modelo_1,
201,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,4laamu,1.0,3.0,0.3333333333333333,modelo_1,
202,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,mxkgi3,1.0,3.0,0.3333333333333333,modelo_1,
203,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,o0l0l0,1.0,3.0,0.3333333333333333,modelo_1,
204,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,qeam0z,1.0,3.0,0.3333333333333333,modelo_1,
205,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,wwzjna,1.0,3.0,0.3333333333333333,modelo_1,
206,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,z4zet3,1.0,5.0,0.2,modelo_1,
207,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,0szpl3,0.0,6.0,0.0,modelo_1,
208,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,1ohcvj,0.0,2.0,0.0,modelo_1,
209,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,2j55x2,0.0,3.0,0.0,modelo_1,
210,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,2njlnu,0.0,1.0,0.0,modelo_1,
211,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,46bou7,0.0,2.0,0.0,modelo_1,
212,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,4dq5p6,0.0,3.0,0.0,modelo_1,
213,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,4ii2l1,0.0,5.0,0.0,modelo_1,
214,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,4oirq4,0.0,3.0,0.0,modelo_1,
215,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,5x4gnl,0.0,3.0,0.0,modelo_1,
216,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,649tyl,0.0,2.0,0.0,modelo_1,
217,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,6jwq11,0.0,1.0,0.0,modelo_1,
218,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,85iql6,0.0,2.0,0.0,modelo_1,
219,2023-05-01,K6Z0X85ZUY0TSF4RCG5J,87uezk,0.0,6.0,0.0,modelo_1,
220,2023-05-01,KD9PHCBGYFBRI9ET1O9R,s1ncbm,1.0,4.0,0.25,modelo_1,
221,2023-05-01,KD9PHCBGYFBRI9ET1O9R,w6fd86,1.0,4.0,0.25,modelo_1,
222,2023-05-01,KD9PHCBGYFBRI9ET1O9R,aosbxv,1.0,6.0,0.16666666666666666,modelo_1,
223,2023-05-01,KD9PHCBGYFBRI9ET1O9R,0n7w6c,0.0,5.0,0.0,modelo_1,
224,2023-05-01,KD9PHCBGYFBRI9ET1O9R,0zxtwc,0.0,2.0,0.0,modelo_1,
225,2023-05-01,KD9PHCBGYFBRI9ET1O9R,1l6xuk,0.0,4.0,0.0,modelo_1,
226,2023-05-01,KD9PHCBGYFBRI9ET1O9R,1vqx1c,0.0,2.0,0.0,modelo_1,
227,2023-05-01,KD9PHCBGYFBRI9ET1O9R,24ymyp,0.0,3.0,0.0,modelo_1,
228,2023-05-01,KD9PHCBGYFBRI9ET1O9R,27ndjd,0.0,4.0,0.0,modelo_1,
229,2023-05-01,KD9PHCBGYFBRI9ET1O9R,2c1qe9,0.0,5.0,0.0,modelo_1,
230,2023-05-01,KD9PHCBGYFBRI9ET1O9R,359paa,0.0,2.0,0.0,modelo_1,
231,2023-05-01,KD9PHCBGYFBRI9ET1O9R,3xrxgz,0.0,3.0,0.0,modelo_1,
232,2023-05-01,KD9PHCBGYFBRI9ET1O9R,40qfw4,0.0,5.0,0.0,modelo_1,
233,2023-05-01,KD9PHCBGYFBRI9ET1O9R,41ljsb,0.0,3.0,0.0,modelo_1,
234,2023-05-01,KD9PHCBGYFBRI9ET1O9R,4i31iw,0.0,5.0,0.0,modelo_1,
235,2023-05-01,KD9PHCBGYFBRI9ET1O9R,58nqjt,0.0,5.0,0.0,modelo_1,
236,2023-05-01,KD9PHCBGYFBRI9ET1O9R,5f1f89,0.0,5.0,0.0,modelo_1,
237,2023-05-01,KD9PHCBGYFBRI9ET1O9R,5hmm7f,0.0,2.0,0.0,modelo_1,
238,2023-05-01,KD9PHCBGYFBRI9ET1O9R,5putin,0.0,2.0,0.0,modelo_1,
239,2023-05-01,KD9PHCBGYFBRI9ET1O9R,60mskh,0.0,2.0,0.0,modelo_1,
240,2023-05-01,LTRZRCI4M19WYVL6Q6L5,c0rddk,1.0,1.0,1.0,modelo_1,
241,2023-05-01,LTRZRCI4M19WYVL6Q6L5,hfpwkq,1.0,1.0,1.0,modelo_1,
242,2023-05-01,LTRZRCI4M19WYVL6Q6L5,uts4me,1.0,4.0,0.25,modelo_1,
243,2023-05-01,LTRZRCI4M19WYVL6Q6L5,3evhfu,1.0,5.0,0.2,modelo_1,
244,2023-05-01,LTRZRCI4M19WYVL6Q6L5,r5l7rl,1.0,6.0,0.16666666666666666,modelo_1,
245,2023-05-01,LTRZRCI4M19WYVL6Q6L5,01uo1p,0.0,2.0,0.0,modelo_1,
246,2023-05-01,LTRZRCI4M19WYVL6Q6L5,14bszj,0.0,4.0,0.0,modelo_1,
247,2023-05-01,LTRZRCI4M19WYVL6Q6L5,1agpfl,0.0,7.0,0.0,modelo_1,
248,2023-05-01,LTRZRCI4M19WYVL6Q6L5,1joyl4,0.0,3.0,0.0,modelo_1,
249,2023-05-01,LTRZRCI4M19WYVL6Q6L5,2988gl,0.0,4.0,0.0,modelo_1,
250,2023-05-01,LTRZRCI4M19WYVL6Q6L5,2ppn5x,0.0,6.0,0.0,modelo_1,
251,2023-05-01,LTRZRCI4M19WYVL6Q6L5,2zj9pv,0.0,2.0,0.0,modelo_1,
252,2023-05-01,LTRZRCI4M19WYVL6Q6L5,3kifef,0.0,3.0,0.0,modelo_1,
253,2023-05-01,LTRZRCI4M19WYVL6Q6L5,4i16gh,0.0,4.0,0.0,modelo_1,
254,2023-05-01,LTRZRCI4M19WYVL6Q6L5,5ekai3,0.0,4.0,0.0,modelo_1,
255,2023-05-01,LTRZRCI4M19WYVL6Q6L5,5tp5h7,0.0,5.0,0.0,modelo_1,
256,2023-05-01,LTRZRCI4M19WYVL6Q6L5,6gi7vk,0.0,4.0,0.0,modelo_1,
257,2023-05-01,LTRZRCI4M19WYVL6Q6L5,6moska,0.0,4.0,0.0,modelo_1,
